ID,Name,Start_Date,End_Date,Price_Model,Total_Limit_Salesforce,Campaign_Delivery_Status,Daily_Limit,Total_Limit,Impressions,CVVs,%Delivered,VCR,Vlook_up,Account_Manager,Placement_IDs,Analyst,Booked_Limit
299787,ACSR - L'oreal Watch Glow - Aug8 - Aug31 - Bulgaria version,11/08/2025,08/31/2025,CPCV,"681,818",Delivered in Full,"9,500","195,000","214,092","195,066",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299789,ACTR - Havas - Jacobs TR - Aug11 - Aug29,08/13/2025,08/31/2025,CPCV,"681,818",Not Delivered in Full,"45,000","724,000","769,690","712,939",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299806,ACRO - Mediacom - Coca Cola - Aug15 - Aug31 - BLS,08/19/2025,08/31/2025,CPM,"681,818",Not Delivered in Full,"3,846","50,000","48,033","40,025",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299810,ACTR - Speed Medya TR - Bim TR - Aug22 - Aug31,08/22/2025,08/31/2025,CPCV,"312,000",Delivered in Full,"55,208","375,000","414,103","377,165",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299813,ACTR - Speed Medya TR - Bim TR - Kirtasiye - Aug22 - Aug31,08/21/2025,08/31/2025,CPCV,"532,609",Delivered in Full,"210,000","1,875,000","2,076,945","1,877,256",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299814,ACRO - OMD - Pepsico Summer - Aug1 - Aug31,08/25/2025,08/31/2025,CPCV,"1,000,000",Delivered in Full,"50,000","308,000","339,344","310,340",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299817,ACTR - CSA TR - BTS - Aug25 - Aug31,08/24/2025,08/31/2025,CPCV,"909,091",Delivered in Full,"52,500","315,000","344,702","315,227",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299819,ACTR - Speed Medya TR - Bim TR - Kirtasiye - Aug22 - Aug31 - BLS,08/25/2025,08/31/2025,CPM,"1,578,947",Not Delivered in Full,"8,333","50,000","48,047","39,013",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299628,ACUK - UK GOV - RAF - Broad Appeal,06/07/2025,08/30/2025,CPCV,"1,086,956",Not Delivered in Full,"46,000","2,650,142","2,618,064","2,463,845",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299709,ACTR - EssenceMediacom TR - Sprite TR - Sprite Summer - Jul25 - Aug30,07/24/2025,08/30/2025,CPCV,"526,316",Delivered in Full,"272,218","2,763,158","2,993,005","2,767,669",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299741,ACTR - EssenceMediacom TR - Cappy TR - Jul30 - Aug30,07/29/2025,08/30/2025,CPCV,"714,286",Not Delivered in Full,"122,557","4,000,000","1,267,088","1,173,745",0,,#N/A,Not Found,Not Found,Not Found,Not Found
299606,ACSR -  Tuborg MK - July1 - Aug29,01/07/2025,08/29/2025,CPCV,04/04/5011,Not Delivered in Full,"8,000","232,000","259,042","230,365",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299804,ACGR - Feelgood - BringHerBack - Aug19 - Aug29,08/18/2025,08/29/2025,CPCV,"218,750",Not Delivered in Full,"28,000","280,000","313,975","279,009",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299722,ACTR - INGBank - Dijital Kart - Jun28 - Aug28,07/27/2025,08/28/2025,CPCV,"681,818",Not Delivered in Full,"20,305","649,759","241,652","196,687",0,,#N/A,Not Found,Not Found,Not Found,Not Found
299788,ACUK - GOV DfE YPF - Display AV - Aug11Aug24,10/08/2025,08/24/2025,CPM,"681,818",Not Delivered in Full,"28,000","300,000","21,682",0,0,,#N/A,Not Found,Not Found,Not Found,Not Found
299750,ACDK - Ternet Ninja 3 - Nordisk Film - Aug1 - Aug24,01/08/2025,08/24/2025,CPCV,"2,606,882",Not Delivered in Full,"40,000","240,000","252,862","239,530",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299508,ACLAUS - Medicare - Jun9 - Aug24,09/06/2025,08/24/2025,CPM,"781,250",Delivered in Full,"1,000,000","2,625,000","2,625,448","2,428,998",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299736,ACME - Total Energies Egypt - July24 - Aug24,07/30/2025,08/24/2025,CPCV,"300,000",Delivered in Full,"10,000","242,000","273,158","242,055",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299779,ACRU - 1xBet - Bangladesh - Aug11 - Aug21,10/08/2025,08/21/2025,CPCV,"1,363,636",Not Delivered in Full,"175,000","1,575,000","4,935","3,883",0,,#N/A,Not Found,Not Found,Not Found,Not Found
299780,ACRU - 1xBet - Egypt - Aug11 - Aug21,10/08/2025,08/21/2025,CPCV,"681,818",Not Delivered in Full,"29,167","262,500","104,747","86,423",0,,#N/A,Not Found,Not Found,Not Found,Not Found
299781,ACRU - 1xBet - Mexico - Aug11 - Aug21,11/08/2025,08/21/2025,CPCV,"681,818",Not Delivered in Full,"30,000","270,000","17,492","15,179",0,,#N/A,Not Found,Not Found,Not Found,Not Found
299782,ACRU - 1xBet - Uzbekistan - Aug11 - Aug21,10/08/2025,08/21/2025,CPCV,,Not Delivered in Full,"68,056","612,500","1,771","1,461",0,,#N/A,Not Found,Not Found,Not Found,Not Found
299803,ACTR - Speed Medya TR - Bim TR - Aug18 - Aug21,08/17/2025,08/21/2025,CPCV,"500,000",Delivered in Full,"110,000","375,000","417,386","375,614",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299720,ACTR - Mediacom TR - Volkswagen TR - Jul28 - Aug20,07/27/2025,08/20/2025,CPCV,"1,363,636",Delivered in Full,"86,150","1,050,000","1,154,480","1,050,473",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299752,ACME - STA//GCC KSA- July30 - Aug15,01/08/2025,08/20/2025,CPCV,"342,105",Not Delivered in Full,"180,000","682,818","799,618","682,255",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299689,ACRO - Havas Romania EMEA - Carrefour Romania - Jun17 - Aug19,07/21/2025,08/19/2025,CPCV,"1,363,636",Delivered in Full,"11,000","180,000","194,555","180,012",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299663,ACRU - Loreal - Paris Panorama - Jul16 - Jul31,07/16/2025,08/19/2025,CPCV,01/21/2851,Not Delivered in Full,"36,765","514,000","548,571","492,471",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299630,ACUK - UK GOV - DFE Adult Skills,06/07/2025,08/17/2025,CPCV,,Not Delivered in Full,"40,000","894,000","849,279","815,569",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299563,ACSR -  Pepsi_Clipsy SRB - June23 - Aug17,06/20/2025,08/17/2025,CPCV,,Not Delivered in Full,"5,500","300,000","315,576","296,436",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299573,ACSR -  Pepsi_Clipsy BA - June23 - Aug17,06/24/2025,08/17/2025,CPCV,,Not Delivered in Full,"6,043","250,000","273,351","249,724",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299610,ACRO - UM - United Romanian Breweries - Jun30 - Aug17,02/07/2025,08/17/2025,CPCV,,Not Delivered in Full,"6,000","270,000","279,026","269,791",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299678,ACCS - GroupM SK - Borotalco Man SK - Jul18 - Aug17,07/18/2025,08/17/2025,CPCV,,Not Delivered in Full,"16,180","393,000","419,622","386,121",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299657,ACRO - Publicis - OLX Romania - July14 - Aug17,07/14/2025,08/17/2025,CPCV,,Not Delivered in Full,"5,000","177,000","191,868","176,926",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299798,ACTR - Speed Medya TR - Bim TR - Aug16 - Aug17,08/15/2025,08/17/2025,CPCV,,Delivered in Full,"250,000","375,000","408,375","376,539",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299746,ACTR - Dimes TR - Obsesso TR - Jul31 - Aug15,07/30/2025,08/15/2025,CPCV,,Not Delivered in Full,"300,000","1,625,000","1,892,966","1,624,515",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299765,ACTR - Getir TR - Aug5 - Aug14,04/08/2025,08/14/2025,CPCV,"1,363,636",Not Delivered in Full,"200,000","1,500,000","1,592,622","1,447,726",1,,,Not Found,Not Found,Not Found,Not Found
299785,ACTR - Speed Medya TR - Bim TR - Aug12 - Aug14,11/08/2025,08/14/2025,CPCV,"666,667",Delivered in Full,"937,500","937,000","1,034,878","943,239",1,,,Not Found,Not Found,Not Found,Not Found
299631,ACBE - SpaceFwd - Spadel BE - SPA Fruit - Jul7 - Aug4,07/13/2025,08/13/2025,CPCV,"1,578,947",Not Delivered in Full,"60,000","1,170,536","1,231,457","1,156,400",1,,,Not Found,Not Found,Not Found,Not Found
299233,ACUK - Meta UK - Whatsapp Privacy - May19 - Aug10,05/18/2025,10/08/2025,CPCV,,Not Delivered in Full,"220,000","4,341,247","4,834,976","4,275,513",1,,,NA,-,DT,4341247
299725,ACME - Edita food industries Morocco - July23 - Aug10,07/29/2025,10/08/2025,CPCV,,Not Delivered in Full,"25,000","316,000","345,225","315,975",1,,,Sesil Kaprilyan,C-002768,DT,315000
299605,ACRO - McDonald's Summer Pro - Jun18 - Aug10,01/07/2025,10/08/2025,CPCV,,Not Delivered in Full,"15,000","520,000","566,029","515,726",1,,,Sesil Kaprilyan,C-002552,DT,500000
299644,ACTR - GroupM TR - Avoya TR - Jul10 - Aug10,09/07/2025,10/08/2025,CPCV,,Not Delivered in Full,"60,000","1,910,000","2,116,666","1,908,488",1,,,Gencay Evren,C-002672,DT,1818182
299748,ACBG - Weapons - Alexandra Films Jul31 - Aug10,07/31/2025,10/08/2025,CPCV,"394,841",Not Delivered in Full,"11,000","94,000","106,958","93,966",1,,,Sesil Kaprilyan,C-002821,DT,90000
299775,ACTR - Speed Medya TR - Bim TR - Aug9 - Aug10,08/08/2025,10/08/2025,CPCV,"218,749",Delivered in Full,"400,000","562,500","620,241","567,718",1,,,Gencay Evren,C-002887,DT,535714
299721,ACTR - UIP - Bad Boys 2 - Jun28 - Aug9,07/27/2025,09/08/2025,CPCV,"789,474",Not Delivered in Full,"52,262","679,412","740,387","679,408",1,,,Not Found,Not Found,Not Found,Not Found
299666,ACUK - Navy - Ratings - 7Jul-8Aug,06/07/2025,08/08/2025,CPCV,"178,555",Not Delivered in Full,"53,000","994,000","952,281","901,929",1,,,Not Found,Not Found,Not Found,Not Found
299667,ACUK - Navy - Marines Q3 25 - Jul7-Aug3,06/07/2025,08/08/2025,CPCV,"789,474",Not Delivered in Full,"53,000","993,440","946,412","900,045",1,,,Not Found,Not Found,Not Found,Not Found
299511,ACSR -  Share a Coke KOSOVO - June10 - Aug8,10/06/2025,08/08/2025,CPCV,315789,Not Delivered in Full,"40,000","226,000","246,169","225,591",1,,,Not Found,Not Found,Not Found,Not Found
299766,ACTR - Vivaki - Samsung - Jun23 - Jun31 - BLS,04/08/2025,08/08/2025,CPM,"218,750",Not Delivered in Full,"12,500","50,000","47,987","37,706",1,,,Not Found,Not Found,Not Found,Not Found
299551,ACSR -  Knjaz Milos_Guarana Az - June11 - Aug7,06/19/2025,07/08/2025,CPCV,"800,000",Not Delivered in Full,"3,500","252,000","267,382","251,763",1,,,Not Found,Not Found,Not Found,Not Found
299764,ACTR - Speed Medya TR - Bim TR - Aug6 - Aug7,05/08/2025,07/08/2025,CPCV,"394,901",Delivered in Full,"600,000","937,500","1,044,148","939,275",1,,,Not Found,Not Found,Not Found,Not Found
299655,ACRO - HDigitals Romania - Zdrovit - July14 - July31,07/17/2025,06/08/2025,CPCV,263158,Delivered in Full,"20,000","212,000","227,674","213,600",1,,,Not Found,Not Found,Not Found,Not Found
299760,ACTR - Speed Medya TR - Bim TR - Aug4 - Aug6,04/08/2025,06/08/2025,CPCV,"441,176",Delivered in Full,"350,000","562,500","615,666","562,823",1,,,Not Found,Not Found,Not Found,Not Found
299761,ACTR - Speed Medya TR - Bim TR - Tuvalet Kagidi - Aug4 - Aug6,03/08/2025,06/08/2025,CPCV,1600000,Delivered in Full,"200,000","562,500","624,048","562,968",1,,,Not Found,Not Found,Not Found,Not Found
299658,ACLAUS -  McDonalds BreakDepth - Jul14 - Aug3,07/14/2025,04/08/2025,CPM,"454,545",Delivered in Full,"150,000","2,150,000","2,151,013","2,111,152",1,,,Not Found,Not Found,Not Found,Not Found
299639,ACUK - William Hill - Bonus Drop Boost - BOOST,07/20/2025,03/08/2025,CPCV,"1,363,636",Not Delivered in Full,"45,000","493,000","514,855","492,209",1,,,Not Found,Not Found,Not Found,Not Found
299602,ACDK - Danske Spil Casino - June30 - Aug3,06/30/2025,03/08/2025,CPCV,12/15/4709,Not Delivered in Full,"100,000","410,000","418,992","403,532",1,,,Not Found,Not Found,Not Found,Not Found
299617,ACDK - Danske Spil Casino - June30 - Aug3 - BLS,03/07/2025,03/08/2025,CPCV,"681,818",Not Delivered in Full,"1,500","50,000","1,846","1,798",0,,,Not Found,Not Found,Not Found,Not Found
299691,ACLAUS -  McDonalds Breakfast - Jul22 - Aug3,07/21/2025,03/08/2025,CPM,12/31/3340,Not Delivered in Full,"580,000","6,500,000","6,322,429","6,192,553",1,,,Not Found,Not Found,Not Found,Not Found
299758,ACTR - Speed Medya TR - Bim TR - Aug2 - Aug3,01/08/2025,03/08/2025,CPCV,"909,091",Delivered in Full,"300,000","562,500","616,420","564,233",1,,,Not Found,Not Found,Not Found,Not Found
299638,ACLAUS -  McDonalds Snack Wrap - Jul10 - Aug3,10/07/2025,03/08/2025,CPM,"1,363,636",Not Delivered in Full,"160,000","3,500,000","3,396,493","3,237,498",1,,,Not Found,Not Found,Not Found,Not Found
299625,ACLAUS - NHTSA Spee - Jul7 - Jul31,06/07/2025,01/08/2025,CPM,"268,245",Not Delivered in Full,"125,000","2,530,000","2,519,815","2,337,361",1,,,Not Found,Not Found,Not Found,Not Found
299637,ACUK - William Hill - Bonus Drop Boost - MAIN,06/07/2025,07/31/2025,CPCV,"394,737",Not Delivered in Full,"64,000","1,388,700","1,450,245","1,387,451",1,,,Not Found,Not Found,Not Found,Not Found
299496,ACSR -  MK-Share a Coke - June4 - July31,04/06/2025,07/31/2025,CPCV,"578,947",Not Delivered in Full,500,"230,000","241,345","228,588",1,,,Not Found,Not Found,Not Found,Not Found
299379,ACSR - FantaWanta - May16 - Jul31,05/15/2025,07/31/2025,CPCV,"3,333,333",Not Delivered in Full,"5,000","544,445","589,698","544,034",1,,,Not Found,Not Found,Not Found,Not Found
299488,ACTR - Vivaki - Lego - Jun3 - Jun30,02/06/2025,07/31/2025,CPCV,"681,818",Not Delivered in Full,"4,045","238,637","253,152","238,383",1,,,Not Found,Not Found,Not Found,Not Found
299607,ACRO - Oxygen Romania - Olympus - Jun27 - July31,01/07/2025,07/31/2025,CPCV,"909,091",Not Delivered in Full,"6,500","201,000","217,097","200,808",1,,,Not Found,Not Found,Not Found,Not Found
299609,ACTR - EssenceMediacom TR - Big Babol - Jul1 - Jul31,06/30/2025,07/31/2025,CPCV,"833,333",Not Delivered in Full,"11,300","352,000","370,121","350,134",1,,,Not Found,Not Found,Not Found,Not Found
299618,ACME - CIB Ingredients Egypt - July1 - July31,03/07/2025,07/31/2025,CPCV,"1,212,121",Not Delivered in Full,"25,000","804,000","962,367","803,210",1,,,Not Found,Not Found,Not Found,Not Found
299621,ACME - Clorox Egypt - July1 - July31,04/07/2025,07/31/2025,CPCV,"1,072,033",Not Delivered in Full,"7,000","233,000","260,431","232,741",1,,,Not Found,Not Found,Not Found,Not Found
299643,ACME - CIB Ingredients Egypt - July1 - July31 BLS,10/07/2025,07/31/2025,CPCV,"900,000",Not Delivered in Full,"2,300","50,000","50,218","47,955",1,,,Not Found,Not Found,Not Found,Not Found
299656,ACTR - CSA - Temmuz - Jun14 - Jun31,07/13/2025,07/31/2025,CPCV,"1,990,042",Not Delivered in Full,"25,000","350,000","371,437","349,450",1,,,Not Found,Not Found,Not Found,Not Found
299668,ACME - Saudi Tourism Authority KSA - July14 - July25,07/16/2025,07/31/2025,CPCV,"1,113,347",Not Delivered in Full,"11,000","300,000","317,425","295,218",1,,,Not Found,Not Found,Not Found,Not Found
299694,ACHU - Dentsu - Burger King - Jul23 - Jul31,07/22/2025,07/31/2025,CPCV,"900,000",Delivered in Full,"63,717","311,470","327,403","311,632",1,,,Not Found,Not Found,Not Found,Not Found
299696,ACTR - Vivaki - Samsung - Jun23 - Jun31,07/22/2025,07/31/2025,CPCV,"100,000",Not Delivered in Full,"152,174","1,369,565","1,431,999","1,341,594",1,,,Not Found,Not Found,Not Found,Not Found
299727,ACTR - Speed Medya TR - Bim TR - Jul30 - Jul31,07/29/2025,07/31/2025,CPCV,"1,578,947",Delivered in Full,"550,000","937,500","1,014,166","940,517",1,,,Not Found,Not Found,Not Found,Not Found
299460,ACSR -  Always on AL - June1 - July30,01/06/2025,07/30/2025,CPCV,"363,636",Not Delivered in Full,"3,500","205,000","216,928","204,773",1,,,Not Found,Not Found,Not Found,Not Found
299585,ACME - KFH Egypt - June19 - July30,06/25/2025,07/30/2025,CPCV,"526,316",Not Delivered in Full,"3,000","151,000","168,511","150,999",1,,,Not Found,Not Found,Not Found,Not Found
299604,ACUK - Disney Summer 2025 - Jul07 - Jul27,06/07/2025,07/27/2025,CPM,"1,000,000",Not Delivered in Full,"125,000","2,500,000","2,478,679","2,357,325",1,,,Not Found,Not Found,Not Found,Not Found
299616,ACUK - Disney Summer 2025 - Jul07 - Jul27 - BLS,02/07/2025,07/27/2025,CPM,,Not Delivered in Full,"10,000","50,000","22,274","21,779",0,,#N/A,Not Found,Not Found,Not Found,Not Found
299603,ACCS - Dentsu CZ - OMV CZ - LednovaKava - Jul1 - Jul27,01/07/2025,07/27/2025,CPCV,,Delivered in Full,"40,000","350,000","385,923","353,650",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299710,ACTR - Speed Medya TR - Bim TR - Jul26 - Jul27,07/25/2025,07/27/2025,CPCV,,Delivered in Full,"550,000","750,000","822,236","757,957",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299592,ACTR - Ford Trucks TR - Tourneo - Jun26 - Jul26,06/26/2025,07/26/2025,CPCV,,Not Delivered in Full,"5,000","928,948","919,983","878,599",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299665,ACCR - Publicis - Samsung Q7 - Jul11 - Jul24,07/16/2025,07/24/2025,CPCV,,Not Delivered in Full,"50,000","205,000","225,549","204,900",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299692,ACTR - Speed Medya TR - Bim TR - Jul23 - Jul24,07/22/2025,07/24/2025,CPCV,,Not Delivered in Full,"500,000","938,000","1,002,739","937,960",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299408,ACSR -  Fanta Wanta - AL - May21 - July19,05/22/2025,07/22/2025,CPCV,"909,091",Delivered in Full,"100,000","510,000","559,012","510,544",1,,,Not Found,Not Found,Not Found,Not Found
299430,ACSR -  Share a Coke - AL - May27 - July20,05/27/2025,07/22/2025,CPCV,"869,677",Delivered in Full,"80,000","530,000","581,285","530,734",1,,,Not Found,Not Found,Not Found,Not Found
299635,ACCS - Starmedia SK - Samsung Z Fold 7 - Jul9 - Jul22,09/07/2025,07/22/2025,CPCV,"2,236,431",Delivered in Full,"35,000","225,000","243,321","225,252",1,,,Not Found,Not Found,Not Found,Not Found
299681,ACTR - Speed Medya TR - Bim TR - Jul18 - Jul20,07/17/2025,07/20/2025,CPCV,,Delivered in Full,"300,000","750,000","806,941","751,388",1,,,Not Found,Not Found,Not Found,Not Found
299682,ACTR - CSA - Temmuz - Jun18 - Jun20,07/17/2025,07/20/2025,CPCV,,Delivered in Full,"116,667","350,000","383,424","355,610",1,,,Not Found,Not Found,Not Found,Not Found
299683,ACTR - Speed Medya TR - Bim TR - Jul19 - Jul20,07/18/2025,07/20/2025,CPCV,,Delivered in Full,"450,000","750,000","817,642","751,960",1,,,Not Found,Not Found,Not Found,Not Found
299662,ACTR - Speed Medya TR - Bim TR - Jul16 - Jul17,07/15/2025,07/17/2025,CPCV,,Not Delivered in Full,"550,000","937,000","1,011,022","933,593",1,,,Not Found,Not Found,Not Found,Not Found
299640,ACSR -  Coko Koko SRB - June8 - July16,09/07/2025,07/16/2025,CPCV,,Delivered in Full,"25,000","202,000","213,617","202,205",1,,,Not Found,Not Found,Not Found,Not Found
299590,ACSR - Telekom Tarifa MK - June25 - July15,06/26/2025,07/15/2025,CPCV,,Delivered in Full,"40,000","230,000","249,850","230,959",1,,,Not Found,Not Found,Not Found,Not Found
299613,ACTR - Dimes TR - Temmuz - Jul2 - Jul14,01/07/2025,07/14/2025,CPCV,,Delivered in Full,"350,000","1,650,000","1,851,607","1,653,135",1,,,Not Found,Not Found,Not Found,Not Found
299528,ACCR - Kiki Kras - Jun12 - Jul13,06/17/2025,07/13/2025,CPCV,,Not Delivered in Full,"6,500","230,000","238,479","214,901",1,,,Not Found,Not Found,Not Found,Not Found
299528,ACCR - Kiki Kras - Jun12 - Jul13,06/17/2025,07/13/2025,CPM,,Not Delivered in Full,"6,500","230,000","37,353","33,964",0,,,Not Found,Not Found,Not Found,Not Found
299412,ACBE - SpaceFwd - Nivea BE - Daily Soft - May22 - Jul13,05/21/2025,07/13/2025,CPCV,,Not Delivered in Full,"10,052","560,000","608,360","559,005",1,,,Not Found,Not Found,Not Found,Not Found
299622,ACBG - Superman - Alexandra Films - Jul2 - Jul13,04/07/2025,07/13/2025,CPCV,,Not Delivered in Full,"30,000","105,000","115,758","103,350",1,,,Not Found,Not Found,Not Found,Not Found
299654,ACTR - Speed Medya TR - Bim TR - Jul12 - Jul13,11/07/2025,07/13/2025,CPCV,,Delivered in Full,"450,000","750,000","809,531","750,634",1,,,Not Found,Not Found,Not Found,Not Found
299513,ACTR - Krombera TR - World Line TR - Jun11 - Jun30,10/06/2025,11/07/2025,CPCV,,Not Delivered in Full,"18,662","553,000","591,208","551,996",1,,,Not Found,Not Found,Not Found,Not Found
299525,ACLAUS - McDonalds - Mass Favorites  - Jun17 - July10,06/16/2025,10/07/2025,CPM,,Not Delivered in Full,"12,000","1,847,600","1,836,719","1,647,150",1,,,Idil Yurtan,C-002516,DT,1750000
299593,ACCS - Netflix CZ - SquidGame - Jun27 - Jul10,06/26/2025,10/07/2025,CPCV,,Delivered in Full,"170,000","755,059","826,505","760,775",1,,,Sesil Kaprilyan,C-002584,DT,719101
299636,ACTR - Speed Medya TR - Bim TR - Jul9 - Jul10,08/07/2025,10/07/2025,CPCV,,Delivered in Full,"550,000","937,500","1,033,548","955,410",1,,,Gencay Evren,C-002656,DT,892857
299424,ACSR -  Vitaminka - May21 - July8,05/23/2025,08/07/2025,CPCV,,Not Delivered in Full,"2,500","201,000","232,472","200,316",1,,,Not Found,Not Found,Not Found,Not Found
299505,ACSR -  Neptun - Lucky Days - June9 - July7,08/06/2025,08/07/2025,CPCV,,Not Delivered in Full,"30,000","210,000","217,611","202,127",1,,,Not Found,Not Found,Not Found,Not Found
299493,ACUK - Disney The Bear S4 25 Q2 - Jun19 - Jul06 - Phase 3,06/25/2025,07/07/2025,CPM,,Not Delivered in Full,"100,000","1,900,000","1,894,598","1,805,920",1,,,Not Found,Not Found,Not Found,Not Found
299589,ACRO - Publicis EMEA - Intersnack Romania - Chio Equit - Jun25 - July7,06/26/2025,07/07/2025,CPCV,,Not Delivered in Full,"19,000","210,000","220,381","209,903",1,,,Not Found,Not Found,Not Found,Not Found
299372,ACSR -  Pepsi Meals - May12 - Jul7,05/14/2025,07/07/2025,CPCV,,Not Delivered in Full,"3,500","205,000","224,223","204,931",1,,,Not Found,Not Found,Not Found,Not Found
299406,ACME - Vivo Egypt - May16 - July7,05/21/2025,07/07/2025,CPCV,,Not Delivered in Full,"10,000","600,000","655,525","599,622",1,,,Not Found,Not Found,Not Found,Not Found
299494,ACUK - Disney The Bear S4 25 Q2 - Jun19 - Jul06 - BLS,04/06/2025,06/07/2025,CPM,,Not Delivered in Full,"10,000","50,000","41,994","41,275",1,,,Not Found,Not Found,Not Found,Not Found
299578,ACHU - Dentsu - Burger King - Jun24 - Jul6,06/23/2025,06/07/2025,CPCV,,Not Delivered in Full,"100,000","357,000","45,240","43,362",0,,,Not Found,Not Found,Not Found,Not Found
299624,ACTR - Speed Medya TR - Bim TR - Jul5 - Jul6,04/07/2025,06/07/2025,CPCV,,Delivered in Full,"450,000","750,000","811,069","752,908",1,,,Not Found,Not Found,Not Found,Not Found
299376,ACBG - Cappy Lemonade  - BG Huts - May14 - Jul4,05/16/2025,04/07/2025,CPCV,,Not Delivered in Full,"3,300","160,000","173,879","159,911",1,,,Not Found,Not Found,Not Found,Not Found
299316,ACSR -  Nutrino Lab SRB - May5 - July3,05/05/2025,03/07/2025,CPCV,,Delivered in Full,"30,000","668,000","731,014","668,074",1,,,Not Found,Not Found,Not Found,Not Found
299612,ACTR - Speed Medya TR - Bim TR - Jul2 - Jul3,01/07/2025,03/07/2025,CPCV,,Delivered in Full,"600,000","937,500","1,024,216","947,352",1,,,Not Found,Not Found,Not Found,Not Found
299549,ACRU - Publicis KZ - Meloman Lego - Jun19 - Jun30,06/19/2025,02/07/2025,CPCV,,Delivered in Full,"250,000","1,050,000","1,123,370","1,051,100",1,,,Not Found,Not Found,Not Found,Not Found
299168,ACUK - The7Stars UK EMEA_Foxy Bingo UK - Apr1 - Jun30,03/31/2025,06/30/2025,CPCV,,Not Delivered in Full,"60,000","1,863,888","1,827,870","1,734,953",1,,,Not Found,Not Found,Not Found,Not Found
299319,ACUK - Three Mobile - Happy Customers - 2May-30May,01/05/2025,06/30/2025,CPM,,Not Delivered in Full,"72,641","3,961,500","2,132,714","2,002,206",1,,,Not Found,Not Found,Not Found,Not Found
299405,ACUK - William Hill - Daily Price Drops - May19-Jun30,05/20/2025,06/30/2025,CPCV,,Not Delivered in Full,"280,000","3,000,000","2,752,454","2,625,926",1,,,Not Found,Not Found,Not Found,Not Found
299497,ACUK - Three Mobile - Happy Customers - 4June-30June,03/06/2025,06/30/2025,CPM,,Not Delivered in Full,"150,000","3,565,600","2,819,645","2,626,253",1,,,Not Found,Not Found,Not Found,Not Found
299321,ACSR -  Fanta Wanta - BA - May2 - June30,02/05/2025,06/30/2025,CPCV,,Not Delivered in Full,"5,000","340,000","360,552","330,045",1,,,Not Found,Not Found,Not Found,Not Found
299328,ACSR -  Fanta Wanta - MK - May5 - June30,05/05/2025,06/30/2025,CPCV,,Delivered in Full,"10,000","205,000","219,533","205,169",1,,,Not Found,Not Found,Not Found,Not Found
299333,ACCR - Samsung A Series CC - May6 - Jun30,06/05/2025,06/30/2025,CPCV,,Not Delivered in Full,"5,000","243,000","266,170","238,436",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299362,ACSR -  Fanta Wanta - MK - May13 - June30,05/13/2025,06/30/2025,CPCV,,Not Delivered in Full,"13,000","205,000","221,742","204,350",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299397,ACCR - Fanta Wanta - May20 - Jun30,05/21/2025,06/30/2025,CPCV,,Not Delivered in Full,"15,000","280,350","301,285","274,974",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299459,ACSR -  Unilever_Cocolino SRB - May28 - June30,05/30/2025,06/30/2025,CPCV,,Not Delivered in Full,"7,000","205,000","216,327","203,039",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299466,ACRO - Carrefour - May30 - Jun30,05/30/2025,06/30/2025,CPM,,Not Delivered in Full,"80,000","420,000","210,664","17,467",1,,#N/A,Not Found,Not Found,Not Found,Not Found
299500,ACCR - Coca Cola Share Coke - Jun4 - Jun30,05/06/2025,06/30/2025,CPCV,,Not Delivered in Full,"30,000","210,000","237,224","209,908",1,,#N/A,Not Found,Not Found,Not Found,Not Found
